FeatID,LogM2M1 X Attachment
957,4.771260091
988,1.246699902
167,4.211496551
330,4.183197801
979,4.8510441
952,7.109240834
1048,3.52139451
773,3.916675713
76,4.979309789
522,3.684021953
1886,4.55833811
884,3.671307622
1561,2.969906944
1463,0.773678291
239,4.321755467
1049,1.40044108
1503,4.401076167
1182,5.53343831
1956,5.184544544
1680,5.378712518
1174,5.050619172
271,4.221175951
1969,5.707234514
251,6.096802389
1838,4.763450348
1364,1.493780704
1383,5.299925174
791,2.412718894
1627,5.209062202
1731,5.013429897
1833,5.852497143
199,5.266376729
266,4.870743804
535,4.410023537
2167,5.40971004
1712,5.396323859
1223,6.066294227
1459,4.674977331
2152,5.540122747
343,4.395280949
270,5.697855614
1748,6.29703165
1401,5.213671183
1400,5.185240379
10,5.175471398
1780,6.205449825
18,7.438933472
1120,5.733809403
926,5.535068335
1250,5.51401833
1481,4.944110407
1706,4.835772921
315,5.2870271
325,6.83097429
562,4.792353151
1230,5.865616519
1253,5.394963989
50,2.2572129
1651,5.686897283
1831,5.649810438
984,7.043576502
821,5.95869643
436,5.037206839
1468,5.051383746
1386,5.230090065
1493,4.894950086
869,5.150899193
1623,7.10769582
1696,4.271028012
1057,6.250095125
612,5.833523985
39,5.254929569
105,5.997149233
1433,6.069464244
2174,8.299532145
1632,5.261666513
1210,7.288131193
1759,6.44557561
1475,6.111025758
763,6.793395733
301,6.444833732
1340,5.994953206
1679,5.689203765
257,6.35739205
1350,6.249329261
1357,5.296671964
614,7.241501076
694,6.428342665
1913,2.77545863
516,6.553542017
1649,7.637036372
1701,7.700964689
1709,6.797608868
1288,7.438461737
1839,7.355996567
123,9.082864442
1505,5.441097508
1883,7.39712793
1359,5.904198899
693,6.851193916
1793,6.17986462
87,9.10714199
980,8.387376716
619,7.417652248
1239,6.497683504
1556,6.146217194
1477,7.353924128
789,8.296049677
1760,6.061114461
1319,9.065993028
1403,7.869850267
478,8.28872593
1926,7.824792104
721,8.956746046
955,7.664134255
1963,8.451534723
855,9.255661355
1119,8.378252337
1911,9.952968036
755,11.07584317
483,9.775085852
1751,11.77819943
1329,8.524320275
1743,8.608767939
2063,9.044320831
1844,8.24218719
1409,7.987878701
1109,9.93170678
1645,8.429744056
1147,9.740538941
2159,8.66556243
792,8.765959299
1950,10.78298728
1047,11.35556835
1705,8.328286251
585,9.53236985
1193,8.94573073
1270,10.12626851
1281,9.081709729
814,10.8131889
1670,9.279138991
1081,11.82435992
1213,9.868024145
2116,9.725821892
8,12.43462477
965,12.1228836
1685,10.82349122
193,10.92171566
1385,9.416486784
1164,12.3246303
2120,11.5122856
1241,10.57845938
1584,11.48168525
1354,10.00659831
1596,9.922260937
1642,12.94476469
1606,11.05776138
1951,13.51783885
1855,11.45208686
1828,8.845922461
1417,10.82182634
1184,12.45734701
391,17.21342929
1563,13.55975163
1788,15.22874966
1881,15.89614774
1343,14.06647399
350,0
